full_name,short_name,nodes,edges,execution_paths,runtime,Model D RBO,HARM RBO
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,80,123,3,0.15790142400510376,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,90,138,3,0.15555877400038298,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,100,153,3,0.15653572699375218,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,110,175,3,0.1580160329976934,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,120,206,3,0.15925857100228313,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,130,250,3,0.16094181499647675,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,140,298,3,0.16140566400281386,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,150,346,3,0.16264257100556279,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,160,371,3,0.15990741399582475,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,170,446,3,0.165376914999797,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,180,494,3,0.16725833900272846,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,190,550,3,0.16432425899984082,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,200,597,3,0.16624831900116988,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,210,627,3,0.17147781899984693,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,220,649,3,0.17260432100010803,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,230,665,3,0.16940151200105902,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,240,679,3,0.16988391300401418,1.0,1.0
pl.edu.icm.unity.unity-types-api-3.3.0-SNAPSHOT-reduced.json,unity-types-api,250,1029,3,0.18033944399940083,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,10,3,13,0.714393916001427,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,20,18,63,0.15483055300137494,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,30,30,63,0.1575653379986761,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,40,47,63,0.16043721300229663,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,50,62,63,0.16077008199499687,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,60,73,63,0.16210023800522322,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,70,110,63,0.16345215500041377,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,80,141,63,0.16384601099707652,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,90,208,63,0.17000335800548783,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,100,319,63,0.1741751200024737,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,110,504,63,0.1781747479981277,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,120,776,63,0.1846055760033778,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,130,1284,63,0.19305061500199372,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,140,1808,63,0.20478018400172004,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,150,2310,63,0.21305173600558192,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,160,2792,63,0.22465567500330508,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,170,3415,63,0.23170027799642412,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,180,4100,63,0.23735308500181418,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,190,4738,63,0.24532018000172684,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,200,5413,63,0.2528942030039616,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,210,6141,63,0.26475374099391047,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,220,6848,63,0.2706141300004674,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,230,7628,63,0.27914450500247767,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,240,8502,63,0.29269624299922725,1.0,1.0
xyz.erupt.zeta-api-0.3.2-reduced.json,zeta-api,250,9291,63,0.3015698090021033,1.0,1.0
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,10,1,11,0.8530249360046582,0.9964202464202464,0.7638211171445535
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,20,1,21,0.3273622909982805,1.0,0.6658680677515766
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,30,7,39,0.3780869940019329,0.8106644678073248,0.7019198213993707
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,40,13,56,0.44164272300258745,0.8316979316979317,0.7121984482476682
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,50,15,68,0.48781018299632706,0.5671247428111712,0.5201094474155644
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,60,19,84,0.5413045239984058,0.510726189639013,0.4960020103810508
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,70,30,87,0.564132352003071,0.510726189639013,0.5067546985530939
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,80,44,87,0.5669552310064319,0.4487727253167339,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,90,100,87,0.5734058089947212,0.4591734584818841,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,100,114,87,0.5750949150024098,0.5086977779910958,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,110,147,87,0.5781841429998167,0.5239781238938718,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,120,306,87,0.592773306001618,0.5383879076584944,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,130,378,87,0.5994223879970377,0.5778953572625464,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,140,440,87,0.6026638289986295,0.5661901213829872,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,150,527,87,0.7080224870005623,0.5898399223942292,0.45359609789449323
com.genersoft.wvp-1.5.10.RELEASE-reduced.json,wvp,160,625,87,4.824946171000192,0.5144517462450641,0.45359609789449323
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,10,4,6,0.7115901770011988,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,20,18,6,0.14417685100488598,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,30,38,6,0.14557202900323318,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,40,56,6,0.15242875600233674,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,50,76,6,0.15101339499960886,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,60,106,6,0.15732172899879515,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,70,161,6,0.1562113660038449,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,80,224,6,0.15853402700304287,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,90,303,6,0.1566615539995837,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,100,385,6,0.15872252600092907,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,110,454,6,0.16075305500271497,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,120,502,6,0.16243208199739456,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,130,549,6,0.15986469199560815,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,140,601,6,0.16117998200206785,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,150,631,6,0.16227200400317088,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,160,662,6,0.1631786159996409,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,170,692,6,0.16411843599780696,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,180,767,6,0.1658726059977198,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,190,796,6,0.16686291599762626,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,200,820,6,0.16804150700045284,1.0,1.0
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,210,861,6,0.17020583099656506,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,220,898,6,0.17217724500369513,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,230,947,6,0.17264932200487237,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,240,1023,6,0.17446556300274096,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-config-1.22-SNAPSHOT-reduced.json,webtau-config,250,1102,6,0.1759386350022396,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,10,4,6,0.6947133919966291,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,20,20,6,0.14514783199410886,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,30,83,6,0.14787424100359203,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,40,182,6,0.1560168279975187,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,50,314,6,0.159127017002902,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,60,429,6,0.16283257299801335,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,70,525,6,0.16169882800022606,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,80,539,6,0.16380587199819274,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,90,750,6,0.16334877599729225,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,100,765,6,0.1648569060052978,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,110,788,6,0.16633222800010117,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,120,803,6,0.20200159499654546,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,130,825,6,0.1647201850064448,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,140,849,6,0.1651589109969791,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,150,909,6,0.16678403499827255,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,160,943,6,0.1677225199964596,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,170,1238,6,0.17326924999360926,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,180,1613,6,0.29377804300020216,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,190,1842,6,1.8413841290021082,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,200,2132,6,206.00629877800384,1.0,1.0
org.testingisdocumenting.webtau.webtau-core-1.22-SNAPSHOT-reduced.json,webtau-core,210,2418,6,507.32542347900016,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,10,6,6,0.7080875749961706,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,20,17,6,0.14483585299603874,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,30,45,6,0.14667414700670633,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,40,301,6,0.16364095500466647,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,50,505,6,0.2251410829994711,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,60,684,6,1.6066877429984743,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,70,820,6,1.7590950500016334,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,80,1127,6,1.8633686189932632,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,90,1292,6,2.9267265040034545,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,100,1383,6,2.9507609540014528,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,110,1485,6,2.9645756320023793,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,120,1555,6,2.94420725999953,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,130,1608,6,2.9638694490058697,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,140,1706,6,2.9380947910030955,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,150,1851,6,2.9568177699984517,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,160,1981,6,2.9402945269976044,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,170,2007,6,2.962691539003572,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,180,2052,6,2.9496375340022496,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,190,2099,6,2.958873497998866,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,200,2176,6,2.955406396999024,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,210,2267,6,2.9612453379959334,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,220,2380,6,2.9693336079944856,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,230,2823,6,5.251810203997593,1.0,1.0
org.testingisdocumenting.webtau.webtau-cli-1.22-SNAPSHOT-reduced.json,webtau-cli,240,3302,6,1738.1900883609997,1.0,1.0
org.testingisdocumenting.webtau.webtau-open-api-1.22-SNAPSHOT-reduced.json,webtau-open-api,10,5,6,0.7232375589956064,1.0,1.0
org.testingisdocumenting.webtau.webtau-open-api-1.22-SNAPSHOT-reduced.json,webtau-open-api,20,82,6,0.15981141900556395,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-open-api-1.22-SNAPSHOT-reduced.json,webtau-open-api,30,213,6,0.2123875220058835,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-open-api-1.22-SNAPSHOT-reduced.json,webtau-open-api,40,364,6,0.42804282200086163,0.41666666666666663,0.41666666666666663
org.testingisdocumenting.webtau.webtau-open-api-1.22-SNAPSHOT-reduced.json,webtau-open-api,50,596,6,34.3389509760018,0.41666666666666663,0.41666666666666663
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,10,2,8,0.8185259610036155,1.0,0.7075192327643309
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,20,20,8,0.24371529399650171,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,30,31,8,0.24367521800013492,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,40,48,8,0.2641583869990427,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,50,110,8,0.2675170770016848,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,60,244,8,0.2615221379965078,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,70,475,8,0.2662081379967276,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,80,549,8,0.26924126900121337,0.8089137487421801,0.6841011385129031
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,90,798,8,0.26949518600304145,0.8089137487421801,0.6841011385129031
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,100,870,8,0.2716654820033,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,110,954,8,0.272367610996298,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,120,975,8,0.2745108859962784,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,130,1092,8,0.27579732699814485,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,140,1370,8,0.2784802679962013,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,150,1591,8,0.2810376530032954,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,160,1686,8,0.28364265100390185,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,170,1889,8,0.3441134710010374,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,180,2097,8,0.29098763900401536,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,190,2354,8,0.2939845559958485,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,200,2620,8,0.29662646100041457,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,210,2839,8,0.30075972199847456,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,220,3247,8,0.3037979699947755,0.976684712346477,0.7157609910060891
com.disneystreaming.pg2k4j.pg2k4j-1.0.2-reduced.json,pg2k4j,230,3557,8,0.30628019800496986,0.976684712346477,0.7157609910060891
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,10,17,1,0.7039144950031186,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,20,31,1,0.14066364499740303,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,30,65,1,0.14222111200069776,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,40,88,1,0.1434448270010762,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,50,98,1,0.14487111599737545,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,60,127,1,0.14483626899891533,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,70,152,1,0.14749596700130496,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,80,179,1,0.14763875999778975,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,90,240,1,0.1488212999975076,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,100,318,1,0.14923924599861493,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,110,426,1,0.15208449000056135,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,120,481,1,0.15282912899419898,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,130,515,1,0.1528591989990673,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,140,546,1,0.15478144100052305,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,150,573,1,0.15460070200060727,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,160,607,1,0.15645528500317596,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,170,639,1,0.1572479820024455,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,180,730,1,0.159644418003154,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,190,800,1,0.16093810200254666,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,200,843,1,0.16114631100208499,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,210,922,1,0.1627421930024866,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,220,1028,1,0.16573111600155244,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,230,1052,1,0.16585591400507838,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,240,1111,1,0.23213242199562956,1.0,1.0
pl.dmichalski.spring-boot-swing-reservations-1.0-reduced.json,spring-boot-swing-reservations,250,1183,1,0.1678477710011066,1.0,1.0
com.flipkart.zjsonpatch.zjsonpatch-0.4.10-SNAPSHOT-reduced.json,zjsonpatch,10,3,7,0.8005776869977126,1.0,0.706177727501257
com.flipkart.zjsonpatch.zjsonpatch-0.4.10-SNAPSHOT-reduced.json,zjsonpatch,20,31,7,0.23315387099864893,1.0,0.706177727501257
com.flipkart.zjsonpatch.zjsonpatch-0.4.10-SNAPSHOT-reduced.json,zjsonpatch,30,60,7,0.2312697660017875,1.0,0.706177727501257
com.flipkart.zjsonpatch.zjsonpatch-0.4.10-SNAPSHOT-reduced.json,zjsonpatch,40,145,7,0.2513316970071173,1.0,0.706177727501257
com.flipkart.zjsonpatch.zjsonpatch-0.4.10-SNAPSHOT-reduced.json,zjsonpatch,50,235,7,0.255196063000767,1.0,0.706177727501257
com.flipkart.zjsonpatch.zjsonpatch-0.4.10-SNAPSHOT-reduced.json,zjsonpatch,60,414,7,1.753143132002151,1.0,0.706177727501257
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,10,11,3,0.7516998970022541,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,20,46,3,0.1883914539939724,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,30,150,3,0.19017310100025497,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,40,321,3,0.2074752540065674,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,50,544,3,3.4514753699986613,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,60,623,3,3.798112124997715,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,70,803,3,24.149107848999847,1.0,0.5333333333333333
io.gazetteer.gazetteer-cli-1.0-SNAPSHOT-reduced.json,gazetteer-cli,80,997,3,183.85858498899324,1.0,0.5333333333333333
com.xenoamess.x8l-2.1.2-reduced.json,x8l,10,3,13,0.7164183279965073,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,20,21,85,0.1509851160008111,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,30,48,137,0.15105077900079777,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,40,75,152,0.15243702400039183,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,50,101,152,0.15468776900524972,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,60,133,179,0.15648121800040826,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,70,153,179,0.15760611400037305,1.0,1.0
com.xenoamess.x8l-2.1.2-reduced.json,x8l,80,191,179,0.15772030399966752,1.0,1.0
